 "lexp" , "perf" , "perflabel" , "yoc" ,
 "http://data.open.ac.uk/led/lexp/1434887133503" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Mavra+(1922)/1396427364210/1434887038211" , "performance of 'Mavra (1922)'" , "22" ,
 "http://data.open.ac.uk/led/lexp/1460131206435" , "http://data.open.ac.uk/led/performance/9f95669ce15c64e21b4c5641c52a1f77/1460131183392" , "performance of 'Ruslan and Lyudmila Overture, arranged for two pianos'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1391367267829" , "http://data.open.ac.uk/led/performance/O+Come+all+ye+faithful+(,+performance+of)/1392130641764" , "performance of 'O Come all ye faithful'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1464102134196" , "http://data.open.ac.uk/led/performance/ba13bbdc521ef8fe9cf9ce4c2e7c3387/1464102102916" , "performance of 'Third Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464045131803" , "http://data.open.ac.uk/led/performance/582b84e733ab6d4d353b4b05ce4c62da/1464045093273" , "performance of 'Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460139644148" , "http://data.open.ac.uk/led/performance/f211d037949b1b969d2cc495c278a335/1460139613516" , "performance of 'Five Songs of Konstantin Balmont, Op. 36'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464083012051" , "http://data.open.ac.uk/led/performance/4be95f8ebaed538b31fe3e9810fffafe/1464082979788" , "performance of 'Sonatina'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1433270519557" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Beethoven's+Violin+Concerto/1433270479137/1433270479148" , "performance of 'Beethoven's Violin Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464555648814" , "http://data.open.ac.uk/led/performance/18c8435faeff33e08237cda06fc8b0cc/1464555615824" , "performance of ''Rosyanka''" , "25" ,
 "http://data.open.ac.uk/led/lexp/1402420079956" , "http://data.open.ac.uk/led/performance/The+Flowers+of+the+Forest+(,+performance+of)/1402419954839" , "performance of 'The Flowers of the Forest'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1482259468607" , "http://data.open.ac.uk/led/performance/783d3320bf2465e59cd22c6b66df9a4b/1482259261572" , "performance of 'La Brebis ��gar��e'" , "23" ,
 "http://data.open.ac.uk/led/lexp/1464216705229" , "http://data.open.ac.uk/led/performance/4f0563645c2f7e16dd926c1a49676cb8/1464216671551" , "performance of 'Concerto for Piano'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464385241704" , "http://data.open.ac.uk/led/performance/36998143a5ec3f4781317963c2087a97/1464385204932" , "performance of 'Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460141219958" , "http://data.open.ac.uk/led/performance/7c1e2a49755fbf287c08d20b4cd70062/1460141159504" , "performance of 'March'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464101651908" , "http://data.open.ac.uk/led/performance/ed3f7e422520d42174199ce4cf60f76b/1464101597577" , "performance of 'The Steel Step'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460141219958" , "http://data.open.ac.uk/led/performance/cb3ccedb5bb41a59b93af6d7c93b3b21/1460141200743" , "performance of 'Visions Fugitives'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464100756167" , "http://data.open.ac.uk/led/performance/3578b85d47cd10134ad7399fc3d6176b/1464100705990" , "performance of 'The Ugly Duckling, Op. 18'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464304347332" , "http://data.open.ac.uk/led/performance/308a176eea28312faf7b8f68e9e9b2de/1464304268503" , "performance of 'contemporary works'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464388311272" , "http://data.open.ac.uk/led/performance/de26e6d51c942d7f9bbab27fd576fc13/1464388283998" , "performance of 'Matelots'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464304347332" , "http://data.open.ac.uk/led/performance/f88327cc3ae1e93ee25e65df85bd54fa/1464304311798" , "performance of 'Valses nobles'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464216705229" , "http://data.open.ac.uk/led/performance/255815aa05693070e2ad90c156076ee5/1464216557666" , "performance of 'Extase'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464385241704" , "http://data.open.ac.uk/led/performance/5990397e688d79fd1b2b1c1dced0ef4c/1464385047225" , "performance of 'Petrushka'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464388710614" , "http://data.open.ac.uk/led/performance/41960f87997b9fc1f3febe046d6c9258/1464388686034" , "performance of 'Les Biches'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1436028792161" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/classical+music+performance/1436028622152/1436028622164" , "performance of 'classical music performance'" , "23" ,
 "http://data.open.ac.uk/led/lexp/1433012802782" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Stravinsky's+Piano+Sonata/1433012782696/1433012782707" , "performance of 'Stravinsky's Piano Sonata'" , "23" ,
 "http://data.open.ac.uk/led/lexp/1434888849270" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Concertino/1434888373372/1434888373383" , "performance of 'Concertino'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1436028792161" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/performance/jazz+(,+performance+of)/1401011471933/1436028765588" , "performance of 'jazz (, performance of)'" , "23" ,
 "http://data.open.ac.uk/led/lexp/1464389049541" , "http://data.open.ac.uk/led/performance/c418b94c11d9cfec1278757296825c01/1464389020907" , "performance of 'Songs'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464086672768" , "http://data.open.ac.uk/led/performance/bdd9db07128fcfc030711fe9c38cbd9f/1464086539640" , "performance of 'Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460139335248" , "http://data.open.ac.uk/led/performance/7e43a4043449a9ae86176ce0344d2827/1460139314279" , "performance of 'Various works'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1463778527046" , "http://data.open.ac.uk/led/performance/f26097da30b7a2fb4db7ae6b24d0f2f6/1463778379901" , "performance of 'Sarcasms'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1450351859630" , "http://data.open.ac.uk/led/performance/7d0a39e416b80691d7f8be17de74ebf7/1450351841352" , "performance of 'The Soldier'" , "23" ,
 "http://data.open.ac.uk/led/lexp/1464385766855" , "http://data.open.ac.uk/led/performance/de26e6d51c942d7f9bbab27fd576fc13/1464385415708" , "performance of 'Matelots'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1450111048055" , "http://data.open.ac.uk/led/performance/900086d7ad92eca2587f15a69daab6f4/1450110955740" , "performance of 'Bart��k's violin sonata'" , "23" ,
 "http://data.open.ac.uk/led/lexp/1434888849270" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Octuor/1434888014049/1434888556036" , "performance of 'Octuor'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1434713465249" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Elgar+Cello+Concerto/1406035003369/1434713425399" , "performance of 'Elgar Cello Concerto'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1444661596469" , "http://data.open.ac.uk/led/performance/7e81033cc45faa560441a728ac73e2a4/1444661551089" , "performance of 'Classical recital'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1463778527046" , "http://data.open.ac.uk/led/performance/7c41e2a80a1ae832a0beb9f47d1e6513/1463778477893" , "performance of 'Songs'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464389049541" , "http://data.open.ac.uk/led/performance/828b85858140c688d9eadfd73bd1991d/1464388943901" , "performance of 'Five Songs Without Words, Op. 35'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464084046836" , "http://data.open.ac.uk/led/performance/db6c65c4e13c3ffae1a0a35fc3b328ff/1464083953149" , "performance of 'Songs'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464552309376" , "http://data.open.ac.uk/led/performance/dd02ea0257956c179946edbd976de58d/1464552268914" , "performance of 'Sixth Symphony'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464303566184" , "http://data.open.ac.uk/led/performance/4068bd08189a2f1b0f43c4a63f95d2e4/1464303531580" , "performance of 'Symphony no. 2'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460140703320" , "http://data.open.ac.uk/led/performance/fa67fc669f5c9bd62ef6d23fdfb1ab68/1460140682008" , "performance of 'Siegfried'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464389632276" , "http://data.open.ac.uk/led/performance/208478c77021c13c3af0f56847eb7c5a/1464389590141" , "performance of 'Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464217704994" , "http://data.open.ac.uk/led/performance/d3d832642ec2487888fc16c785fc1fd7/1464217670161" , "performance of 'Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218783761" , "http://data.open.ac.uk/led/performance/d3b6b0ec79c76431f21548f3a00aaaa9/1464218758170" , "performance of 'Scherzo from Violin Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464524671521" , "http://data.open.ac.uk/led/performance/3059b2eee1c5bc89787db67ce91e295d/1464524618880" , "performance of 'Violin Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464389343439" , "http://data.open.ac.uk/led/performance/99821a4871240ff3aa548e38cbe0dff2/1464389315862" , "performance of 'Violin Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218783761" , "http://data.open.ac.uk/led/performance/ffe56e08f5a4bf60af371049442d8fcd/1464218707092" , "performance of 'Song Without Words'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464524065120" , "http://data.open.ac.uk/led/performance/828b85858140c688d9eadfd73bd1991d/1464524030997" , "performance of 'Five Songs Without Words, Op. 35'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1463778872109" , "http://data.open.ac.uk/led/performance/5097407247cdbef4b8f3350f7c3b95a9/1463778833849" , "performance of 'There are other planets, op. 9 no. 1'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1434887133503" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Renard/1434886233669/1434887072020" , "performance of 'Renard'" , "22" ,
 "http://data.open.ac.uk/led/lexp/1391366044175" , "http://data.open.ac.uk/led/performance/unknown+(,+performance+of)/1391366460256" , "performance of 'unknown'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1434714579596" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Haydn+Cello+Concerto+in+D/1434714547339/1434714547351" , "performance of 'Haydn Cello Concerto in D'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1433267073762" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Beethoven/1433266848363/1433266911098" , "performance of 'Beethoven'" , "20" ,
 "http://data.open.ac.uk/led/lexp/1433267073762" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Brahms/1433266853023/1433267019096" , "performance of 'Brahms'" , "20" ,
 "http://data.open.ac.uk/led/lexp/1433267073762" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Schumann/1433266857518/1433266960912" , "performance of 'Schumann'" , "20" ,
 "http://data.open.ac.uk/led/lexp/1464552383741" , "http://data.open.ac.uk/led/performance/3e672fb09c22acdf012e59bd0d8b9d06/1464552810372" , "performance of 'Songs'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1436027827350" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/jazz+horn+music/1433525395824/1436027804095" , "performance of 'jazz horn music'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464041112834" , "http://data.open.ac.uk/led/performance/426e094c0c82cc8b82f714a5abee94cf/1464041072847" , "performance of 'The Love of Three Oranges, Op.33'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460138164073" , "http://data.open.ac.uk/led/performance/b8b94cfb6e0a81e33d29c62a84890b5c/1460138144986" , "performance of 'Operetta'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1456570048060" , "http://data.open.ac.uk/led/performance/086d00e795ece0f1f2d438870c0a4ae4/1456569857759" , "performance of ''Der Rosenkavalier''" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456570007088" , "http://data.open.ac.uk/led/performance/086d00e795ece0f1f2d438870c0a4ae4/1456569857759" , "performance of ''Der Rosenkavalier''" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464042209373" , "http://data.open.ac.uk/led/performance/66473dd663f54c3ed081fe8977285fe4/1464042152114" , "performance of 'L'Enfant et les sortil��ges'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456570048060" , "http://data.open.ac.uk/led/performance/e2dff396d27742db928cfebdb923ebf6/1456569776822" , "performance of 'Die Fledermaus'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456570007088" , "http://data.open.ac.uk/led/performance/e2dff396d27742db928cfebdb923ebf6/1456569776822" , "performance of 'Die Fledermaus'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1450294005487" , "http://data.open.ac.uk/led/performance/315b2b5ccedfd28ae14a5e040e021aeb/1450293990081" , "performance of 'The Nightingale'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1460141638423" , "http://data.open.ac.uk/led/performance/c5bd968529491da3b82d9bac62712ab5/1460141568627" , "performance of 'Boris Godunov'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1397647311784" , "http://data.open.ac.uk/led/performance/The+Crucifixion+(,+performance+of)/1397647250308" , "performance of 'The Crucifixion'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1402485727202" , "http://data.open.ac.uk/led/performance/Home,+sweet+home+(,+performance+of)/1402485677135" , "performance of 'Home, sweet home'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1436522398418" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/'Serenata'/1436522283969/1436522283982" , "performance of ''Serenata''" , "11" ,
 "http://data.open.ac.uk/led/lexp/1435251420562" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Here+we+are+again!/1435251152362/1435251152374" , "performance of 'Here we are again!'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1436522398418" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Home,+sweet+home/1402485677127/1436522320091" , "performance of 'Home, sweet home'" , "11" ,
 "http://data.open.ac.uk/led/lexp/1435251420562" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Keep+the+home+fires+burning/1435251212363/1435251212375" , "performance of 'Keep the home fires burning'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1435251420562" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/The+old+garden+wall/1435251193321/1435251193333" , "performance of 'The old garden wall'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1435251420562" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Tipperary/1435251271746/1435251271758" , "performance of 'Tipperary'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1435251420562" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/When+this+bloody+war+is+over/1435251237457/1435251237469" , "performance of 'When this bloody war is over'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1450293638289" , "http://data.open.ac.uk/led/performance/16678b0defbb3379265056669417d3fb/1450293620408" , "performance of 'The Nightingale'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1436522398418" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/'Pur+dicesti'/1436517894287/1436521778694" , "performance of ''Pur dicesti''" , "11" ,
 "http://data.open.ac.uk/led/lexp/1436522398418" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/'Voi+che+sapete'+from+The+Marriage+of+Figaro/1436517840819/1436521748029" , "performance of ''Voi che sapete' from The Marriage of Figaro'" , "11" ,
 "http://data.open.ac.uk/led/lexp/1435253407531" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/1812+overture/1435253365523/1435253365534" , "performance of '1812 overture'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1435570787049" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Unfinished+quartet/1435570608403/1435570608419" , "performance of 'Unfinished quartet'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1406802536207" , "http://data.open.ac.uk/led/performance/http://led.kmi.open.ac.uk/item/music/Reaction+to+the+premiere+of+Vaughan+Williams'+'London+Symphony'+in+a+letter+from+Holst+to+Vaughan+Williams,+29+March+1914/1406802459965/1406802459971" , "performance of ''London' Symphony'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1435575727873" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Humoureske/1435575615244/1435575615255" , "performance of 'Humoureske'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1435252280553" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Regimental+March+(Rifle+Brigade)/1435252210655/1435252210666" , "performance of 'Regimental March (Rifle Brigade)'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1447090924950" , "http://data.open.ac.uk/led/performance/5bbba18ef040060d616c8c88bb36a09d/1447090872176" , "performance of 'coon songs'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1460129584724" , "http://data.open.ac.uk/led/performance/d96f3d94fa60e5bcd5b6d9850f6ea111/1460129507754" , "performance of 'The Grey Dress, Op. 23, No. 2'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464101080401" , "http://data.open.ac.uk/led/performance/3578b85d47cd10134ad7399fc3d6176b/1464101054341" , "performance of 'The Ugly Duckling, Op. 18'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218289759" , "http://data.open.ac.uk/led/performance/5cbbed92259b0ae1070e94455f620895/1464218262384" , "performance of 'Unnamed compositions'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218289759" , "http://data.open.ac.uk/led/performance/dced8d45ad36625c440844650fe7e096/1464218203363" , "performance of ''Five Orchestral Pieces''" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464217945298" , "http://data.open.ac.uk/led/performance/935204c894092ffd2044f0cd69a7274a/1464217917128" , "performance of 'Suite Through the Looking-Glass, Four Musical Portraits Based on Lewis Carroll'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1434573166279" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/L'Oiseau+de+Feu/1434572960103/1434573140298" , "performance of 'L'Oiseau de Feu'" , "10" ,
 "http://data.open.ac.uk/led/lexp/1445793888009" , "http://data.open.ac.uk/led/performance/cc33a2ab50fd2a2bcda124ad18ac9c0d/1445793719975" , "performance of 'Piano sonata'" , "10" ,
 "http://data.open.ac.uk/led/lexp/1397648419442" , "http://data.open.ac.uk/led/performance/The+Crucifixion+(,+performance+of)/1397648347200" , "performance of 'The Crucifixion'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1445797487167" , "http://data.open.ac.uk/led/performance/6fa3b6f85690c333c848df358106d2ba/1445797417323" , "performance of 'An aria from Il Trovatore'" , "10" ,
 "http://data.open.ac.uk/led/lexp/1445798605845" , "http://data.open.ac.uk/led/performance/7f5c92a3ba1c99939befa62a26c1314b/1445798485895" , "performance of 'Piece for double bass and piano'" , "10" ,
 "http://data.open.ac.uk/led/lexp/1445798112914" , "http://data.open.ac.uk/led/performance/7337604bbb3c5c442bc710873bfc2ef3/1445798006498" , "performance of 'Piano Trio No. 2 in C major, Op. 87'" , "10" ,
 "http://data.open.ac.uk/led/lexp/1434573059497" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/L'Oiseau+de+Feu/1434572960103/1434572960115" , "performance of 'L'Oiseau de Feu'" , "10" ,
 "http://data.open.ac.uk/led/lexp/1433066890404" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Anthem+from+Richard+III/1433066847673/1433066847685" , "performance of 'Anthem from Richard III'" , "18" ,
 "http://data.open.ac.uk/led/lexp/1424342953802" , "http://data.open.ac.uk/led/performance/http://musicbrainz.org/signal-group/c0c73309-32a3-4f31-9d4f-991d4f85dba3#_/1424342851288" , "performance of 'Suite'" , "11" ,
 "http://data.open.ac.uk/led/lexp/1392141651760" , "http://data.open.ac.uk/led/performance/piano+arrangements+(,+performance+of)/1392141502343" , "performance of 'piano arrangements'" , "17" ,
 "http://data.open.ac.uk/led/lexp/1389645599346" , "http://data.open.ac.uk/led/performance/Prelude+in+G+minor+(,+performance+of)/1389645560549" , "performance of 'Prelude in G minor'" , "17" ,
 "http://data.open.ac.uk/led/lexp/1444400147503" , "http://data.open.ac.uk/led/performance/2f45c3cb4b51917ce840822abc8e000a/1444400110030" , "performance of 'Classical'" , "20" ,
 "http://data.open.ac.uk/led/lexp/1400690980294" , "http://data.open.ac.uk/led/performance/Sea+Songs+(,+performance+of)/1400690935392" , "performance of 'Sea Songs'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1400690980294" , "http://data.open.ac.uk/led/performance/Sonata+No.+7+(,+performance+of)/1400690843530" , "performance of 'Sonata No. 7'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1436025326373" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/swing+jazz+performance/1436025160496/1436025160502" , "performance of 'swing jazz performance'" , "22" ,
 "http://data.open.ac.uk/led/lexp/1399905582528" , "http://data.open.ac.uk/led/performance/When+Irish+eyes+are+smiling+(,+performance+of)/1399905493241" , "performance of 'When Irish eyes are smiling'" , "18" ,
 "http://data.open.ac.uk/led/lexp/1435577123675" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/I'll+sing+thee+songs+of+Araby/1435577007887/1435577007902" , "performance of 'I'll sing thee songs of Araby'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1435571382125" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/O+Lovely+Night/1435571243797/1435571243806" , "performance of 'O Lovely Night'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1435571382125" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Who'll+buy+my+strawberries%253F/1435571321054/1435571321065" , "performance of 'Who'll buy my strawberries?'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1392133987711" , "http://data.open.ac.uk/led/performance/English+Ballad+(,+performance+of)/1392133865610" , "performance of 'English Ballad'" , "17" ,
 "http://data.open.ac.uk/led/lexp/1433167548802" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/O+Canada/1433167213992/1433167214005" , "performance of 'O Canada'" , "17" ,
 "http://data.open.ac.uk/led/lexp/1399905582528" , "http://data.open.ac.uk/led/performance/The+Lancers+(,+performance+of)/1399905531365" , "performance of 'The Lancers'" , "18" ,
 "http://data.open.ac.uk/led/lexp/1436445995717" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Elektra/1436445962896/1436445962908" , "performance of 'Elektra'" , "10" ,
 "http://data.open.ac.uk/led/lexp/1387032631474" , "http://data.open.ac.uk/led/performance/Faust+(,+performance+of)/1387032600156" , "performance of 'Faust'" , "17" ,
 "http://data.open.ac.uk/led/lexp/1387031716465" , "http://data.open.ac.uk/led/performance/Romeo+and+Juliet+(,+performance+of)/1387031863751" , "performance of 'Romeo and Juliet'" , "15" ,
 "http://data.open.ac.uk/led/lexp/1433066284623" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Welsh+Hymns/1433066175517/1433066175529" , "performance of 'Welsh Hymns'" , "18" ,
 "http://data.open.ac.uk/led/lexp/1433066284623" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/The+Paean+of+Wales/1433066049389/1433066049407" , "performance of 'The Paean of Wales'" , "18" ,
 "http://data.open.ac.uk/led/lexp/1456510707870" , "http://data.open.ac.uk/led/performance/28c6da0406279ab6996115590f89b27b/1456510624492" , "performance of 'Holy Night'" , "21" ,
 "http://data.open.ac.uk/led/lexp/1433167548802" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/I+was+glad+when+they+said+unto+me/1433167377062/1433167377074" , "performance of 'I was glad when they said unto me'" , "17" ,
 "http://data.open.ac.uk/led/lexp/1432979685173" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Hob+y+deri/1432979624849/1432979624861" , "performance of 'Hob y deri'" , "11" ,
 "http://data.open.ac.uk/led/lexp/1397726774591" , "http://data.open.ac.uk/led/performance/The+Revenge+(,+performance+of)/1397726698337" , "performance of 'The Revenge'" , "16" ,
 "http://data.open.ac.uk/led/lexp/1434888849270" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Trois+Petites+Pi%25C3%25A8ces+pour+Quatuor+%25C3%25A0+Cordes%25E2%2580%2599/1434888439580/1434888439591" , "performance of 'Trois Petites Pi��ces pour Quatuor �� Cordes���'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464085795357" , "http://data.open.ac.uk/led/performance/e4db3fa7eea0bddd2e8047ba808a0a3f/1464085761540" , "performance of 'Foxtrots'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1434888849270" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Mavra+(1922)/1396427364210/1434888628291" , "performance of 'Mavra (1922)'" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464524911741" , "http://data.open.ac.uk/led/performance/d3dd86e3062fe24c4d13e1333227fe37/1464524872730" , "performance of 'Second Piano Concerto'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1463781336224" , "http://data.open.ac.uk/led/performance/22320684510cb25e04b0757598f7a6ba/1463781303658" , "performance of 'Piano Sonata no. 9'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464086672768" , "http://data.open.ac.uk/led/performance/0a7a3c26d05a0f9e38fb717dd9c31fb3/1464086609484" , "performance of 'Fifth Piano Sonata'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464086672768" , "http://data.open.ac.uk/led/performance/4a7e0628c13c08fde471cb52dcac1d96/1464086449163" , "performance of 'Z��phyr et Flore'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1401984378472" , "http://data.open.ac.uk/led/performance/The+Dead+March+(in+Saul)+(,+performance+of)/1401984234618" , "performance of 'The Dead March (in Saul)'" , "14" ,
 "http://data.open.ac.uk/led/lexp/1447276044375" , "http://data.open.ac.uk/led/performance/a4f14283314ad8d9353ce19ce8fde3b7/1447275977135" , "performance of 'Hebridean Songs'" , "17" ,
 "http://data.open.ac.uk/led/lexp/1460140204550" , "http://data.open.ac.uk/led/performance/63ab85e23a088a011668fd5048f1afc5/1460140161085" , "performance of 'Songs'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464553593370" , "http://data.open.ac.uk/led/performance/0904253e53450a5ffe446b23d96acbb8/1464553567307" , "performance of ''From the Shores of Your Distant Homeland''" , "25" ,
 "http://data.open.ac.uk/led/lexp/1408102727038" , "http://data.open.ac.uk/led/performance/http://led.kmi.open.ac.uk/item/performance/God+Save+the+King+(,+performance+of)/1396287549214/1408102617447" , "performance of 'God Save the King'" , "18" ,
 "http://data.open.ac.uk/led/lexp/1464218510501" , "http://data.open.ac.uk/led/performance/7a3e802d1055460ce2f59227e1eefc00/1464218480609" , "performance of 'Second piano sonata'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460140204550" , "http://data.open.ac.uk/led/performance/f211d037949b1b969d2cc495c278a335/1460140105372" , "performance of 'Five Songs of Konstantin Balmont, Op. 36'" , "25" ,
 "http://data.open.ac.uk/led/lexp/1463778527046" , "http://data.open.ac.uk/led/performance/99190808dbfbf437d62feec858535ee4/1463778427639" , "performance of 'Toccata, Op.11'" , "25" ,
