 "lexp" , "perf" , "genre" , "yoc" ,
 "http://data.open.ac.uk/led/lexp/1464085368509" , "http://data.open.ac.uk/led/performance/58913bd08b1dd5defaf24fe165f4b32d/1464085329820" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464084977789" , "http://data.open.ac.uk/led/performance/c65df0435e55834ac4777daff0aca593/1464084954637" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1433677497802" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/cornet+music/1433677470728/1433677470740" , "http://dbpedia.org/resource/Music_of_New_Orleans" , "11" ,
 "http://data.open.ac.uk/led/lexp/1464101080401" , "http://data.open.ac.uk/led/performance/3578b85d47cd10134ad7399fc3d6176b/1464101054341" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464303566184" , "http://data.open.ac.uk/led/performance/4068bd08189a2f1b0f43c4a63f95d2e4/1464303531580" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218289759" , "http://data.open.ac.uk/led/performance/5cbbed92259b0ae1070e94455f620895/1464218262384" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218289759" , "http://data.open.ac.uk/led/performance/dced8d45ad36625c440844650fe7e096/1464218203363" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1443564904851" , "http://data.open.ac.uk/led/performance/17b780f41844fd6aa92d5ceecb793dd2/1443564703370" , "http://data.open.ac.uk/led/musicgenre/traditional+hebridean" , "23" ,
 "http://data.open.ac.uk/led/lexp/1464101080401" , "http://data.open.ac.uk/led/performance/3578b85d47cd10134ad7399fc3d6176b/1464101054341" , "http://dbpedia.org/resource/Song_cycle" , "25" ,
 "http://data.open.ac.uk/led/lexp/1401984378472" , "http://data.open.ac.uk/led/performance/The+Dead+March+(in+Saul)+(,+performance+of)/1401984234618" , "http://dbpedia.org/resource/Oratorio" , "14" ,
 "http://data.open.ac.uk/led/lexp/1447276044375" , "http://data.open.ac.uk/led/performance/a4f14283314ad8d9353ce19ce8fde3b7/1447275977135" , "http://dbpedia.org/resource/Song" , "17" ,
 "http://data.open.ac.uk/led/lexp/1460140204550" , "http://data.open.ac.uk/led/performance/63ab85e23a088a011668fd5048f1afc5/1460140161085" , "http://dbpedia.org/resource/Song" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464553593370" , "http://data.open.ac.uk/led/performance/0904253e53450a5ffe446b23d96acbb8/1464553567307" , "http://dbpedia.org/resource/Song" , "25" ,
 "http://data.open.ac.uk/led/lexp/1408102727038" , "http://data.open.ac.uk/led/performance/http://led.kmi.open.ac.uk/item/performance/God+Save+the+King+(,+performance+of)/1396287549214/1408102617447" , "http://dbpedia.org/resource/National_anthem" , "18" ,
 "http://data.open.ac.uk/led/lexp/1464553593370" , "http://data.open.ac.uk/led/performance/0904253e53450a5ffe446b23d96acbb8/1464553567307" , "http://dbpedia.org/resource/Romantic_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218510501" , "http://data.open.ac.uk/led/performance/7a3e802d1055460ce2f59227e1eefc00/1464218480609" , "http://dbpedia.org/resource/Piano_sonata" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464218510501" , "http://data.open.ac.uk/led/performance/7a3e802d1055460ce2f59227e1eefc00/1464218480609" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460140204550" , "http://data.open.ac.uk/led/performance/f211d037949b1b969d2cc495c278a335/1460140105372" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460140204550" , "http://data.open.ac.uk/led/performance/f211d037949b1b969d2cc495c278a335/1460140105372" , "http://dbpedia.org/resource/Song_cycle" , "25" ,
 "http://data.open.ac.uk/led/lexp/1463778527046" , "http://data.open.ac.uk/led/performance/99190808dbfbf437d62feec858535ee4/1463778427639" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464217704994" , "http://data.open.ac.uk/led/performance/d3d832642ec2487888fc16c785fc1fd7/1464217670161" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464084046836" , "http://data.open.ac.uk/led/performance/db6c65c4e13c3ffae1a0a35fc3b328ff/1464083953149" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464086672768" , "http://data.open.ac.uk/led/performance/4a7e0628c13c08fde471cb52dcac1d96/1464086449163" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464520667804" , "http://data.open.ac.uk/led/performance/a8da9e9354333ff48b63e67ef81417b5/1464520623929" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1482269797678" , "http://data.open.ac.uk/led/performance/6e69a1f7d8bccf5ffd578566f533365a/1482269712817" , "http://dbpedia.org/resource/Ballet_(music)" , "24" ,
 "http://data.open.ac.uk/led/lexp/1482270021052" , "http://data.open.ac.uk/led/performance/8c5ad86eba5f9fbf5c3bd4a6e811ad6b/1482269971159" , "http://dbpedia.org/resource/Ballet_(music)" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464086672768" , "http://data.open.ac.uk/led/performance/4a7e0628c13c08fde471cb52dcac1d96/1464086449163" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464085795357" , "http://data.open.ac.uk/led/performance/e4db3fa7eea0bddd2e8047ba808a0a3f/1464085761540" , "http://dbpedia.org/resource/Piano_solo" , "25" ,
 "http://data.open.ac.uk/led/lexp/1445897745212" , "http://data.open.ac.uk/led/performance/137c3073d8ccc23f1ca0e050621a00c5/1445897517029" , "http://dbpedia.org/resource/Piano_solo" , "19" ,
 "http://data.open.ac.uk/led/lexp/1463778527046" , "http://data.open.ac.uk/led/performance/99190808dbfbf437d62feec858535ee4/1463778427639" , "http://dbpedia.org/resource/Piano_solo" , "25" ,
 "http://data.open.ac.uk/led/lexp/1445897745212" , "http://data.open.ac.uk/led/performance/ce2d1e652953148eeaf2228d6db123de/1445897399619" , "http://dbpedia.org/resource/Solo_(music)" , "19" ,
 "http://data.open.ac.uk/led/lexp/1445897745212" , "http://data.open.ac.uk/led/performance/137c3073d8ccc23f1ca0e050621a00c5/1445897517029" , "http://dbpedia.org/resource/Suite_(music)" , "19" ,
 "http://data.open.ac.uk/led/lexp/1456512304926" , "http://data.open.ac.uk/led/performance/f9df8293ac4e9b1ebb3aa6660f26514f/1456512184014" , "http://data.open.ac.uk/led/musicgenre/romantic+song" , "22" ,
 "http://data.open.ac.uk/led/lexp/1464084046836" , "http://data.open.ac.uk/led/performance/db6c65c4e13c3ffae1a0a35fc3b328ff/1464083953149" , "http://dbpedia.org/resource/Ethnic_Russian_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1463778872109" , "http://data.open.ac.uk/led/performance/5097407247cdbef4b8f3350f7c3b95a9/1463778833849" , "http://dbpedia.org/resource/Song_cycle" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464524065120" , "http://data.open.ac.uk/led/performance/828b85858140c688d9eadfd73bd1991d/1464524030997" , "http://dbpedia.org/resource/Song_cycle" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460129584724" , "http://data.open.ac.uk/led/performance/d96f3d94fa60e5bcd5b6d9850f6ea111/1460129507754" , "http://dbpedia.org/resource/Song_cycle" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464524065120" , "http://data.open.ac.uk/led/performance/828b85858140c688d9eadfd73bd1991d/1464524030997" , "http://dbpedia.org/resource/Transcription_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456511825496" , "http://data.open.ac.uk/led/performance/ec485187909cbe33373c3df362f094df/1456511457813" , "http://data.open.ac.uk/led/musicgenre/violin+repertoire" , "22" ,
 "http://data.open.ac.uk/led/lexp/1444400147503" , "http://data.open.ac.uk/led/performance/2f45c3cb4b51917ce840822abc8e000a/1444400110030" , "http://dbpedia.org/resource/Classical_music" , "20" ,
 "http://data.open.ac.uk/led/lexp/1436025326373" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/swing+jazz+performance/1436025160496/1436025160502" , "http://dbpedia.org/resource/Jazz" , "22" ,
 "http://data.open.ac.uk/led/lexp/1456510707870" , "http://data.open.ac.uk/led/performance/28c6da0406279ab6996115590f89b27b/1456510624492" , "http://dbpedia.org/resource/Christmas_music" , "21" ,
 "http://data.open.ac.uk/led/lexp/1436028792161" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/classical+music+performance/1436028622152/1436028622164" , "http://dbpedia.org/resource/Classical_music" , "23" ,
 "http://data.open.ac.uk/led/lexp/1433012802782" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Stravinsky's+Piano+Sonata/1433012782696/1433012782707" , "http://dbpedia.org/resource/Classical_music" , "23" ,
 "http://data.open.ac.uk/led/lexp/1434888849270" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Concertino/1434888373372/1434888373383" , "http://dbpedia.org/resource/Classical_music" , "24" ,
 "http://data.open.ac.uk/led/lexp/1436028792161" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/performance/jazz+(,+performance+of)/1401011471933/1436028765588" , "http://dbpedia.org/resource/Jazz" , "23" ,
 "http://data.open.ac.uk/led/lexp/1434888849270" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Concertino/1434888373372/1434888373383" , "http://dbpedia.org/resource/String_quartet" , "24" ,
 "http://data.open.ac.uk/led/lexp/1463778527046" , "http://data.open.ac.uk/led/performance/f26097da30b7a2fb4db7ae6b24d0f2f6/1463778379901" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1450351859630" , "http://data.open.ac.uk/led/performance/7d0a39e416b80691d7f8be17de74ebf7/1450351841352" , "http://dbpedia.org/resource/20th-century_classical_music" , "23" ,
 "http://data.open.ac.uk/led/lexp/1464385766855" , "http://data.open.ac.uk/led/performance/de26e6d51c942d7f9bbab27fd576fc13/1464385415708" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464385766855" , "http://data.open.ac.uk/led/performance/de26e6d51c942d7f9bbab27fd576fc13/1464385415708" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1463778527046" , "http://data.open.ac.uk/led/performance/f26097da30b7a2fb4db7ae6b24d0f2f6/1463778379901" , "http://dbpedia.org/resource/Piano_solo" , "25" ,
 "http://data.open.ac.uk/led/lexp/1434887133503" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Renard/1434886233669/1434887072020" , "http://data.open.ac.uk/led/musicgenre/opera-ballet" , "22" ,
 "http://data.open.ac.uk/led/lexp/1391366044175" , "http://data.open.ac.uk/led/performance/unknown+(,+performance+of)/1391366460256" , "http://dbpedia.org/resource/Oriental_music" , "16" ,
 "http://data.open.ac.uk/led/lexp/1460131206435" , "http://data.open.ac.uk/led/performance/9f95669ce15c64e21b4c5641c52a1f77/1460131183392" , "http://dbpedia.org/resource/Piano_transcription" , "24" ,
 "http://data.open.ac.uk/led/lexp/1434573166279" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/L'Oiseau+de+Feu/1434572960103/1434573140298" , "http://dbpedia.org/resource/Classical_music" , "10" ,
 "http://data.open.ac.uk/led/lexp/1399643380231" , "http://data.open.ac.uk/led/performance/Sun+of+my+soul,+Thou+Saviour+dear+(,+performance+of)/1399643231902" , "http://dbpedia.org/resource/Hymn" , "14" ,
 "http://data.open.ac.uk/led/lexp/1445798112914" , "http://data.open.ac.uk/led/performance/7337604bbb3c5c442bc710873bfc2ef3/1445798006498" , "http://dbpedia.org/resource/Romantic_music" , "10" ,
 "http://data.open.ac.uk/led/lexp/1464041465931" , "http://data.open.ac.uk/led/performance/852d24b6d737b8b25f8b47cc8d6d4721/1464041394980" , "http://dbpedia.org/resource/Piano_concerto" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464041465931" , "http://data.open.ac.uk/led/performance/852d24b6d737b8b25f8b47cc8d6d4721/1464041394980" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460128963349" , "http://data.open.ac.uk/led/performance/5d2a3138a83b28ffc31fb646c074b5b8/1460128926528" , "http://dbpedia.org/resource/20th-century_classical_music" , "24" ,
 "http://data.open.ac.uk/led/lexp/1481799874220" , "http://data.open.ac.uk/led/performance/cb3397a01fdf0f6b157245695ce64dd1/1481799818169" , "http://dbpedia.org/resource/Ballet_(music)" , "20" ,
 "http://data.open.ac.uk/led/lexp/1434619301182" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Le+sacre+du+printemps+(1911-13)/1396427555439/1434619260025" , "http://dbpedia.org/resource/Ballet_(music)" , "14" ,
 "http://data.open.ac.uk/led/lexp/1434714579596" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Haydn+Cello+Concerto+in+D/1434714547339/1434714547351" , "http://dbpedia.org/resource/Classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1445793888009" , "http://data.open.ac.uk/led/performance/cc33a2ab50fd2a2bcda124ad18ac9c0d/1445793719975" , "http://dbpedia.org/resource/Classical_music" , "10" ,
 "http://data.open.ac.uk/led/lexp/1433267073762" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Beethoven/1433266848363/1433266911098" , "http://dbpedia.org/resource/Classical_music" , "20" ,
 "http://data.open.ac.uk/led/lexp/1433267073762" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Brahms/1433266853023/1433267019096" , "http://dbpedia.org/resource/Classical_music" , "20" ,
 "http://data.open.ac.uk/led/lexp/1433267073762" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Schumann/1433266857518/1433266960912" , "http://dbpedia.org/resource/Classical_music" , "20" ,
 "http://data.open.ac.uk/led/lexp/1464521657393" , "http://data.open.ac.uk/led/performance/1a94d0acf349153f49197483e7c62de0/1464521624333" , "http://dbpedia.org/resource/Folk_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464041112834" , "http://data.open.ac.uk/led/performance/426e094c0c82cc8b82f714a5abee94cf/1464041072847" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460138164073" , "http://data.open.ac.uk/led/performance/b8b94cfb6e0a81e33d29c62a84890b5c/1460138144986" , "http://dbpedia.org/resource/Opera" , "24" ,
 "http://data.open.ac.uk/led/lexp/1456570048060" , "http://data.open.ac.uk/led/performance/086d00e795ece0f1f2d438870c0a4ae4/1456569857759" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456570007088" , "http://data.open.ac.uk/led/performance/086d00e795ece0f1f2d438870c0a4ae4/1456569857759" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464042209373" , "http://data.open.ac.uk/led/performance/66473dd663f54c3ed081fe8977285fe4/1464042152114" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456570048060" , "http://data.open.ac.uk/led/performance/e2dff396d27742db928cfebdb923ebf6/1456569776822" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456570007088" , "http://data.open.ac.uk/led/performance/e2dff396d27742db928cfebdb923ebf6/1456569776822" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1450294005487" , "http://data.open.ac.uk/led/performance/315b2b5ccedfd28ae14a5e040e021aeb/1450293990081" , "http://dbpedia.org/resource/Opera" , "14" ,
 "http://data.open.ac.uk/led/lexp/1464552383741" , "http://data.open.ac.uk/led/performance/3e672fb09c22acdf012e59bd0d8b9d06/1464552810372" , "http://dbpedia.org/resource/Classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1436027827350" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/jazz+horn+music/1433525395824/1436027804095" , "http://dbpedia.org/resource/Jazz" , "25" ,
 "http://data.open.ac.uk/led/lexp/1397648419442" , "http://data.open.ac.uk/led/performance/The+Crucifixion+(,+performance+of)/1397648347200" , "http://dbpedia.org/resource/Oratorio" , "16" ,
 "http://data.open.ac.uk/led/lexp/1464552383741" , "http://data.open.ac.uk/led/performance/3e672fb09c22acdf012e59bd0d8b9d06/1464552810372" , "http://dbpedia.org/resource/Song" , "25" ,
 "http://data.open.ac.uk/led/lexp/1399643380231" , "http://data.open.ac.uk/led/performance/God+Save+the+King+(,+performance+of)/1399643289413" , "http://dbpedia.org/resource/National_anthem" , "14" ,
 "http://data.open.ac.uk/led/lexp/1464303867354" , "http://data.open.ac.uk/led/performance/4ddad81186cda724badb6b9a2015d935/1464303823225" , "http://dbpedia.org/resource/Symphony" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460141638423" , "http://data.open.ac.uk/led/performance/c5bd968529491da3b82d9bac62712ab5/1460141568627" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1445797487167" , "http://data.open.ac.uk/led/performance/6fa3b6f85690c333c848df358106d2ba/1445797417323" , "http://dbpedia.org/resource/Opera" , "10" ,
 "http://data.open.ac.uk/led/lexp/1399643380231" , "http://data.open.ac.uk/led/performance/Russian+hymn+(,+performance+of)/1399643321538" , "http://dbpedia.org/resource/Hymn" , "14" ,
 "http://data.open.ac.uk/led/lexp/1464386378281" , "http://data.open.ac.uk/led/performance/4a7e0628c13c08fde471cb52dcac1d96/1464386017255" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460128564466" , "http://data.open.ac.uk/led/performance/5eb68aac4e26ef52c23f72ddb24e98b4/1460128533563" , "http://dbpedia.org/resource/20th-century_classical_music" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464303867354" , "http://data.open.ac.uk/led/performance/4ddad81186cda724badb6b9a2015d935/1464303823225" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464386378281" , "http://data.open.ac.uk/led/performance/4a7e0628c13c08fde471cb52dcac1d96/1464386017255" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1460128564466" , "http://data.open.ac.uk/led/performance/5eb68aac4e26ef52c23f72ddb24e98b4/1460128533563" , "http://dbpedia.org/resource/Ballet_(music)" , "24" ,
 "http://data.open.ac.uk/led/lexp/1433066890404" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Anthem+from+Richard+III/1433066847673/1433066847685" , "http://dbpedia.org/resource/Anthem" , "18" ,
 "http://data.open.ac.uk/led/lexp/1464555648814" , "http://data.open.ac.uk/led/performance/18c8435faeff33e08237cda06fc8b0cc/1464555615824" , "http://dbpedia.org/resource/Song" , "25" ,
 "http://data.open.ac.uk/led/lexp/1433167548802" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/O+Canada/1433167213992/1433167214005" , "http://dbpedia.org/resource/National_anthem" , "17" ,
 "http://data.open.ac.uk/led/lexp/1482259468607" , "http://data.open.ac.uk/led/performance/783d3320bf2465e59cd22c6b66df9a4b/1482259261572" , "http://dbpedia.org/resource/Opera" , "23" ,
 "http://data.open.ac.uk/led/lexp/1433066284623" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/Welsh+Hymns/1433066175517/1433066175529" , "http://dbpedia.org/resource/Hymn" , "18" ,
 "http://data.open.ac.uk/led/lexp/1433066284623" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/The+Paean+of+Wales/1433066049389/1433066049407" , "http://dbpedia.org/resource/Hymn" , "18" ,
 "http://data.open.ac.uk/led/lexp/1464216705229" , "http://data.open.ac.uk/led/performance/4f0563645c2f7e16dd926c1a49676cb8/1464216671551" , "http://dbpedia.org/resource/Piano_concerto" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464385241704" , "http://data.open.ac.uk/led/performance/36998143a5ec3f4781317963c2087a97/1464385204932" , "http://dbpedia.org/resource/Piano_concerto" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464555648814" , "http://data.open.ac.uk/led/performance/18c8435faeff33e08237cda06fc8b0cc/1464555615824" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464304347332" , "http://data.open.ac.uk/led/performance/308a176eea28312faf7b8f68e9e9b2de/1464304268503" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464216705229" , "http://data.open.ac.uk/led/performance/4f0563645c2f7e16dd926c1a49676cb8/1464216671551" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464388311272" , "http://data.open.ac.uk/led/performance/de26e6d51c942d7f9bbab27fd576fc13/1464388283998" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464304347332" , "http://data.open.ac.uk/led/performance/f88327cc3ae1e93ee25e65df85bd54fa/1464304311798" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464216705229" , "http://data.open.ac.uk/led/performance/255815aa05693070e2ad90c156076ee5/1464216557666" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464100756167" , "http://data.open.ac.uk/led/performance/3578b85d47cd10134ad7399fc3d6176b/1464100705990" , "http://dbpedia.org/resource/20th-century_classical_music" , "24" ,
 "http://data.open.ac.uk/led/lexp/1464385241704" , "http://data.open.ac.uk/led/performance/5990397e688d79fd1b2b1c1dced0ef4c/1464385047225" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464385241704" , "http://data.open.ac.uk/led/performance/36998143a5ec3f4781317963c2087a97/1464385204932" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464388710614" , "http://data.open.ac.uk/led/performance/41960f87997b9fc1f3febe046d6c9258/1464388686034" , "http://dbpedia.org/resource/20th-century_classical_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464388311272" , "http://data.open.ac.uk/led/performance/de26e6d51c942d7f9bbab27fd576fc13/1464388283998" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464385241704" , "http://data.open.ac.uk/led/performance/5990397e688d79fd1b2b1c1dced0ef4c/1464385047225" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464388710614" , "http://data.open.ac.uk/led/performance/41960f87997b9fc1f3febe046d6c9258/1464388686034" , "http://dbpedia.org/resource/Ballet_(music)" , "25" ,
 "http://data.open.ac.uk/led/lexp/1433167548802" , "http://data.open.ac.uk/led/performance/http://data.open.ac.uk/led/music/I+was+glad+when+they+said+unto+me/1433167377062/1433167377074" , "http://data.open.ac.uk/led/musicgenre/Coronation+anthem" , "17" ,
 "http://data.open.ac.uk/led/lexp/1464100756167" , "http://data.open.ac.uk/led/performance/3578b85d47cd10134ad7399fc3d6176b/1464100705990" , "http://dbpedia.org/resource/Song_cycle" , "24" ,
 "http://data.open.ac.uk/led/lexp/1397726774591" , "http://data.open.ac.uk/led/performance/The+Revenge+(,+performance+of)/1397726698337" , "http://data.open.ac.uk/led/musicgenre/choral+ballad" , "16" ,
 "http://data.open.ac.uk/led/lexp/1464085795357" , "http://data.open.ac.uk/led/performance/e4db3fa7eea0bddd2e8047ba808a0a3f/1464085761540" , "http://dbpedia.org/resource/Jazz" , "25" ,
 "http://data.open.ac.uk/led/lexp/1463781336224" , "http://data.open.ac.uk/led/performance/22320684510cb25e04b0757598f7a6ba/1463781303658" , "http://dbpedia.org/resource/Piano_sonata" , "25" ,
 "http://data.open.ac.uk/led/lexp/1450111048055" , "http://data.open.ac.uk/led/performance/900086d7ad92eca2587f15a69daab6f4/1450110955740" , "http://dbpedia.org/resource/Classical_music" , "23" ,
 "http://data.open.ac.uk/led/lexp/1434817415102" , "http://data.open.ac.uk/led/performance/1d0b6c120608b9afdefdd7a5e5222d75/1472131200603" , "http://dbpedia.org/resource/Jazz" , "23" ,
 "http://data.open.ac.uk/led/lexp/1436027487472" , "http://data.open.ac.uk/led/performance/21e974e626576a10f8a7c2edcd6c1821/1472551487977" , "http://dbpedia.org/resource/Jazz" , "23" ,
 "http://data.open.ac.uk/led/lexp/1464389049541" , "http://data.open.ac.uk/led/performance/828b85858140c688d9eadfd73bd1991d/1464388943901" , "http://dbpedia.org/resource/Song" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464084046836" , "http://data.open.ac.uk/led/performance/db6c65c4e13c3ffae1a0a35fc3b328ff/1464083953149" , "http://dbpedia.org/resource/Song" , "25" ,
 "http://data.open.ac.uk/led/lexp/1434817415102" , "http://data.open.ac.uk/led/performance/1d0b6c120608b9afdefdd7a5e5222d75/1472131200603" , "http://dbpedia.org/resource/Blues" , "23" ,
 "http://data.open.ac.uk/led/lexp/1464552309376" , "http://data.open.ac.uk/led/performance/dd02ea0257956c179946edbd976de58d/1464552268914" , "http://dbpedia.org/resource/Symphony" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464303566184" , "http://data.open.ac.uk/led/performance/4068bd08189a2f1b0f43c4a63f95d2e4/1464303531580" , "http://dbpedia.org/resource/Symphony" , "25" ,
 "http://data.open.ac.uk/led/lexp/1456511825496" , "http://data.open.ac.uk/led/performance/ab1463c4080f530ff9df32f15ed82a8e/1456511641451" , "http://dbpedia.org/resource/Opera" , "22" ,
 "http://data.open.ac.uk/led/lexp/1460140703320" , "http://data.open.ac.uk/led/performance/fa67fc669f5c9bd62ef6d23fdfb1ab68/1460140682008" , "http://dbpedia.org/resource/Opera" , "25" ,
 "http://data.open.ac.uk/led/lexp/1450111048055" , "http://data.open.ac.uk/led/performance/900086d7ad92eca2587f15a69daab6f4/1450110955740" , "http://dbpedia.org/resource/Sonata" , "23" ,
 "http://data.open.ac.uk/led/lexp/1445897745212" , "http://data.open.ac.uk/led/performance/ce2d1e652953148eeaf2228d6db123de/1445897399619" , "http://dbpedia.org/resource/Lied" , "19" ,
 "http://data.open.ac.uk/led/lexp/1460140703320" , "http://data.open.ac.uk/led/performance/fa67fc669f5c9bd62ef6d23fdfb1ab68/1460140682008" , "http://dbpedia.org/resource/Romantic_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464552309376" , "http://data.open.ac.uk/led/performance/dd02ea0257956c179946edbd976de58d/1464552268914" , "http://dbpedia.org/resource/Romantic_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464389632276" , "http://data.open.ac.uk/led/performance/208478c77021c13c3af0f56847eb7c5a/1464389590141" , "http://dbpedia.org/resource/Romantic_music" , "25" ,
 "http://data.open.ac.uk/led/lexp/1464389632276" , "http://data.open.ac.uk/led/performance/208478c77021c13c3af0f56847eb7c5a/1464389590141" , "http://dbpedia.org/resource/Piano_concerto" , "25" ,
