" ""lexp"" , ""label"" , ""genre"" , ""when"" , ""medium"" ,"
" ""http://data.open.ac.uk/led/lexp/1435183346237"" , ""performance of 'The Messiah'"" , ""http://dbpedia.org/resource/Messiah_(Handel)"" , ""7 January, 1933"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1393948020221"" , ""performance of 'String Quartet No.2'"" , ""http://data.open.ac.uk/led/music/String+Quartet+No.2/1393947792460"" , ""5 October, 1937"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1393948020221"" , ""performance of 'String Quartet No.2'"" , ""http://data.open.ac.uk/led/music/String+Quartet+No.2/1393947877370"" , ""5 October, 1937"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1393948020221"" , ""performance of 'String Quartet No.9'"" , ""http://data.open.ac.uk/led/music/String+Quartet+No.9/1393947932282"" , ""5 October, 1937"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1398018747525"" , ""performance of ''Hermit Songs''"" , ""http://data.open.ac.uk/led/music/'Hermit+Songs'/1398018481321"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772124003"" , ""performance of 'The Snow Maiden'"" , ""http://data.open.ac.uk/led/music/The+Snow+Maiden/1451771632341"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1442924302858"" , ""performance of 'St Matthew Passion'"" , ""http://data.open.ac.uk/led/music/St.+Matthew+Passion/1401959273477"" , ""6 April, 1941"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1437937873798"" , ""performance of 'unspecified songs'"" , ""http://data.open.ac.uk/led/music/unspecified+songs/1437937754798"" , ""19 March, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447088831711"" , ""performance of 'The Wasps'"" , ""http://data.open.ac.uk/led/music/The+Wasps/1453376239903"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1437937873798"" , ""performance of 'The Bartered Bride'"" , ""http://data.open.ac.uk/led/music/The+Bartered+Bride/1434113331453"" , ""19 March, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1438195312459"" , ""performance of 'Macbeth'"" , ""http://data.open.ac.uk/led/music/Macbeth/1438195188591"" , ""27 October, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1437921875559"" , ""performance of 'unspecified concerti'"" , ""http://data.open.ac.uk/led/music/unspecified+concerti/1437921799480"" , ""6 March, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1438195312459"" , ""performance of 'unspecified Strauss songs'"" , ""http://data.open.ac.uk/led/music/unspecified+Strauss+songs/1438195267689"" , ""27 October, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1438195312459"" , ""performance of 'Heldenleben'"" , ""http://data.open.ac.uk/led/music/Heldenleben/1438195216752"" , ""27 October, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772124003"" , ""performance of 'The Golden Cockerel'"" , ""http://data.open.ac.uk/led/music/The+Golden+Cockerel/1451772024927"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1437937873798"" , ""performance of 'Die Meistersinger'"" , ""http://data.open.ac.uk/led/music/Die+Meistersinger/1431120571182"" , ""19 March, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772124003"" , ""performance of 'Sheherazade'"" , ""http://data.open.ac.uk/led/music/Scheherazade/1452276184084"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1448966261067"" , ""performance of 'Ernst Read's Children's Concerts'"" , ""http://data.open.ac.uk/led/music/Ernst+Read's+Children's+Concerts/1447324653559"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447693432227"" , ""performance of 'Italian Symphony'"" , ""http://data.open.ac.uk/led/music/Italian+Symphony/1438269520148"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1443618226714"" , ""performance of 'Beethoven's 9th Symphony'"" , ""http://data.open.ac.uk/led/music/Beethoven+9/1447172558154"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772287671"" , ""performance of 'Prokofiev���s Seventh Symphony'"" , ""http://data.open.ac.uk/led/music/Prokofiev%E2%80%99s+Seventh+Symphony/1451772269481"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1449659862687"" , ""performance of 'Classical concerts'"" , ""http://data.open.ac.uk/led/music/Classical+conert/1449659845034"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447170550943"" , ""performance of 'Parti Glannan'r Glaslyn, Cerdd chant group'"" , ""http://data.open.ac.uk/led/music/Folk+Music/1447170529748"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451771145553"" , ""performance of 'Ten Choral Poems'"" , ""http://data.open.ac.uk/led/music/Ten+Choral+Poems/1451771110971"" , ""September, 1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1432842964850"" , ""performance of ''The Pilgrim's Progress''"" , ""http://data.open.ac.uk/led/music/'The+Pilgrim's+Progress'/1433705554844"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1432842991215"" , ""performance of ''TIresias''"" , ""http://data.open.ac.uk/led/music/'TIresias'/1433704576564"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1433701363830"" , ""performance of ''Wozzeck''"" , ""http://data.open.ac.uk/led/music/Wozzeck/1427835621720"" , ""January, 1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1429104941355"" , ""performance of 'Big Band'"" , ""http://data.open.ac.uk/led/music/Big+Band/1427127608950"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1420811728459"" , ""performance of 'jazz at the Lighthouse jazz club'"" , ""http://data.open.ac.uk/led/music/jazz+at+the+Lighthouse+jazz+club/1420811649061"" , ""in the beginning of 1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435696682269"" , ""performance of 'Piano Concerto'"" , ""http://data.open.ac.uk/led/music/Piano+Concerto/1435696556690"" , ""9 May, 1933, 03:00 PM"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435272578726"" , ""performance of 'String Quartet No. 3: Cantari alla madrigalesca'"" , ""http://data.open.ac.uk/led/music/String+Quartet+No.+3:+Cantari+alla+madrigalesca/1435097984272"" , ""20 February, 1933"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1435696682269"" , ""performance of 'Three Songs of Fleet'"" , ""http://data.open.ac.uk/led/music/Three+Songs+of+Fleet/1435696609375"" , ""9 May, 1933, 03:00 PM"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1388229159054"" , ""performance of 'Indiana'"" , ""http://data.open.ac.uk/led/music/Indiana/1388229071311"" , ""31 December, 1941"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1398018747525"" , ""performance of ''La Voyante''"" , ""http://data.open.ac.uk/led/music/'La+Voyante'/1398018660335"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1437498549508"" , ""performance of 'Love is a Sickness'"" , ""http://data.open.ac.uk/led/music/Love+is+a+Sickness/1437498479783"" , ""3 October, 1933"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1448288298724"" , ""performance of 'Piano music'"" , ""http://data.open.ac.uk/led/music/Piano+music/1448288267463"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1449167109641"" , ""performance of 'London Children's Concert'"" , ""http://data.open.ac.uk/led/music/Classical+concerts/1448964934227"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1437937873798"" , ""performance of 'Lament'"" , ""http://data.open.ac.uk/led/music/Lament/1437937738033"" , ""19 March, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772124003"" , ""performance of 'The Tale of the Tsar Soltan'"" , ""http://data.open.ac.uk/led/music/The+Tale+of+Tsar+Saltan/1437659425585"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1447692393081"" , ""performance of 'Band music'"" , ""http://data.open.ac.uk/led/music/Band+music/1447692364869"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1388520306101"" , ""performance of 'Fancy Free'"" , ""http://data.open.ac.uk/led/music/Fancy+Free/1388520276551"" , ""21 January, 1946"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1448966261067"" , ""performance of 'Gerard Hoffnung's Concerts'"" , ""http://data.open.ac.uk/led/music/Gerard+Hoffnung's+Concerts/1449162077190"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1432843043266"" , ""performance of ''Billy Budd''"" , ""http://data.open.ac.uk/led/music/'Billy+Budd'/1434825362628"" , ""at the end of 1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1433701328926"" , ""performance of ''Der Rosenkavalier''"" , ""http://data.open.ac.uk/led/music/Rosenkavalier/1435611099407"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1420488401151"" , ""performance of 'Clarinet Concerto'"" , ""http://data.open.ac.uk/led/music/Clarinet+Concerto/1388238840871"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1409950016671"" , ""performance of 'Piastro's staccato'"" , ""http://data.open.ac.uk/led/music/Piastro's+staccato/1409949990764"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435610902377"" , ""performance of 'Psalm'"" , ""http://data.open.ac.uk/led/music/Psalm/1435610853472"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435272578726"" , ""performance of 'String Quartet No. 7 in F, 'Razumovsky', Op. 59, No. 1'"" , ""http://data.open.ac.uk/led/music/String+Quartet+No.+7+in+F,+'Razumovsky',+Op.+59,+No.+1/1435272452779"" , ""20 February, 1933"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1435696682269"" , ""performance of 'The Planets, Op. 32 - Jupiter'"" , ""http://data.open.ac.uk/led/music/The+Planets,+Op.+32+-+Jupiter/1435696589964"" , ""9 May, 1933, 03:00 PM"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435610902377"" , ""performance of 'The Rake's Progress'"" , ""http://data.open.ac.uk/led/music/The+Rake's+Progress/1450192028681"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435696682269"" , ""performance of 'unspecified songs'"" , ""http://data.open.ac.uk/led/music/unspecified+songs/1434902301035"" , ""9 May, 1933, 03:00 PM"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435696682269"" , ""performance of 'Wasps'"" , ""http://data.open.ac.uk/led/music/Wasps/1435696522873"" , ""9 May, 1933, 03:00 PM"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1398018747525"" , ""performance of 'unnamed spiritual'"" , ""http://data.open.ac.uk/led/music/unnamed+spiritual/1398018739271"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447088116784"" , ""performance of 'Berlioz Te Deum'"" , ""http://data.open.ac.uk/led/music/Berlioz+Te+Deum/1447088095895"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447693317309"" , ""performance of 'Coppelia'"" , ""http://data.open.ac.uk/led/music/Coppelia/1447693293225"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1437937873798"" , ""performance of 'Introduction to Valse'"" , ""http://data.open.ac.uk/led/music/Introduction+to+Valse/1437937791129"" , ""19 March, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1437937873798"" , ""performance of 'Hungarian March'"" , ""http://data.open.ac.uk/led/music/Hungarian+March/1437937815926"" , ""19 March, 1934"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1388520306101"" , ""performance of 'Brandenburg Concerto no 5'"" , ""http://data.open.ac.uk/led/music/Brandenburg+Concerto+no+5/1388520198395"" , ""21 January, 1946"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447088727771"" , ""performance of 'An opening concert at Royal Festival Hall'"" , ""http://data.open.ac.uk/led/music/Classical/1447088705995"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1398018058650"" , ""performance of 'Dialogues des Carm��lites'"" , ""http://data.open.ac.uk/led/music/Dialogues+des+Carm%C3%A9lites/1398018014172"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1388520306101"" , ""performance of 'Don Juan'"" , ""http://data.open.ac.uk/led/music/Don+Juan/1388520117382"" , ""21 January, 1946"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1437641364524"" , ""performance of 'La Rencontre'"" , ""http://data.open.ac.uk/led/music/La+Rencontre/1437641330757"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772124003"" , ""performance of 'Kitezh'"" , ""http://data.open.ac.uk/led/music/Kitezh/1451771804928"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1433701285897"" , ""performance of ''Billy Budd''"" , ""http://data.open.ac.uk/led/music/'Billy+Budd'/1434825362628"" , ""May, 1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1409949794984"" , ""performance of 'Nkosi Sikelel' iAfrika '"" , ""http://data.open.ac.uk/led/music/Nkosi+Sikelel'+iAfrika/1409949643387"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1409949794984"" , ""performance of 'Nkosi Sikelel' iAfrika'"" , ""http://data.open.ac.uk/led/music/Nkosi+Sikelel'+iAfrika/1409949643387"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1435696000432"" , ""performance of 'Tandava Nrittya'"" , ""http://data.open.ac.uk/led/music/Tandava+Nrittya/1435695878944"" , ""6 May, 1933, 08:45 PM"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1388520306101"" , ""performance of 'Symphony of Psalms'"" , ""http://dbpedia.org/resource/Symphony_of_Psalms"" , ""21 January, 1946"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1398018747525"" , ""performance of 'unnamed aria from 'Rapunzel''"" , ""http://data.open.ac.uk/led/music/unnamed+aria+from+'Rapunzel'/1398018575653"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1411055410987"" , ""performance of 'Ballet Music'"" , ""http://data.open.ac.uk/led/music/Ballet+Music/1453811001466"" , ""1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772124003"" , ""performance of 'Sadko'"" , ""http://data.open.ac.uk/led/music/Sadko/1408439103102"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1451772124003"" , ""performance of 'Kashchei the Immortal'"" , ""http://data.open.ac.uk/led/music/Kashchei+the+Immortal/1451771898328"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1432843017304"" , ""performance of ''Prince of the Pagodas''"" , ""http://data.open.ac.uk/led/music/'Prince+of+the+Pagodas'/1433703409255"" , ""1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447431923059"" , ""performance of 'Haydn Symphony'"" , ""http://data.open.ac.uk/led/music/Haydn+Symphony/1447539113406"" , ""9 May, 1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1434399439736"" , ""performance of 'Sheherazade'"" , ""http://data.open.ac.uk/led/music/Sheherazade/1434399064222"" , ""17 February, 1932, 08:15 PM"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1417532162191"" , ""performance of 'Sonata in D'"" , ""http://data.open.ac.uk/led/music/Sonata+in+D/1417532139767"" , ""15 January, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1419006039185"" , ""performance of 'Symphony no. 1'"" , ""http://data.open.ac.uk/led/music/Symphony+no.+1/1419005958751"" , ""30 January, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1419007685761"" , ""performance of 'Piano Concerto in Eb, K. 449'"" , ""http://data.open.ac.uk/led/music/Piano+Concerto+in+Eb,+K.+449/1478620884661"" , ""12 February, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1442317564661"" , ""performance of 'Greek traditional music'"" , ""http://data.open.ac.uk/led/music/Greek+traditional+music/1444815242783"" , ""4 August, 1947"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1448995627402"" , ""performance of 'Monteverdi'"" , ""http://data.open.ac.uk/led/music/Monteverdi/1448995496671"" , ""3 June, 1940"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1450118352277"" , ""performance of 'Mozart's Concerto in F Major'"" , ""http://data.open.ac.uk/led/music/Mozart's+Concerto+in+F+Major/1450117941549"" , ""8 October, 1940"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1447692071753"" , ""performance of 'Mozart Concerto No 24'"" , ""http://data.open.ac.uk/led/music/Mozart+Concerto+No+24/1447692023397"" , ""9 May, 1951"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1417532866819"" , ""performance of 'Das Lied von der Erde'"" , ""http://data.open.ac.uk/led/music/Das+Lied+von+der+Erde/1444652481616"" , ""19 January, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1438269214841"" , ""performance of 'Sc��nes pittoresques'"" , ""http://data.open.ac.uk/led/music/Sc%C3%A8nes+pittoresques/1438269179735"" , ""29 January, 1935"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1417531303723"" , ""performance of 'Mentre ti lascio, o figlia, K.513'"" , ""http://data.open.ac.uk/led/music/Mentre+ti+lascio,+o+figlia,+K.513/1476963433745"" , ""8 January, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1450118352277"" , ""performance of 'Mikrokosmos'"" , ""http://data.open.ac.uk/led/music/Mikrokosmos/1450115777819"" , ""8 October, 1940"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1442318814086"" , ""performance of 'Cello Concerto'"" , ""http://data.open.ac.uk/led/music/Dvo%C5%99%C3%A1k+cello+Concerto/1434709114619"" , ""12 November, 1950"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1442318814086"" , ""performance of 'Cello Concerto'"" , ""http://data.open.ac.uk/led/music/Dvo%C5%99%C3%A1k+cello+Concerto/1434709114619"" , ""12 November, 1950"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1419006979895"" , ""performance of 'Le Jugement du Fou'"" , ""http://data.open.ac.uk/led/music/Le+Jugement+du+Fou/1478623086884"" , ""6 February, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1448994886250"" , ""performance of 'Quintet in G Minor'"" , ""http://data.open.ac.uk/led/music/Quintet+in+G+Minor/1448994835673"" , ""8 February, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1443878044760"" , ""performance of 'Ecco mormorar l'onde'"" , ""http://data.open.ac.uk/led/music/Ecco+mormorar+l'onde/1444743524730"" , ""2 December, 1937"" , ""http://led.kmi.open.ac.uk/term/Medium.Playback"" ,"
" ""http://data.open.ac.uk/led/lexp/1448994886250"" , ""performance of 'Quartet in C sharp minor'"" , ""http://data.open.ac.uk/led/music/Quartet+in+C+sharp+minor/1448994669916"" , ""8 February, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1450118352277"" , ""performance of 'Bach's Concerto in A major'"" , ""http://data.open.ac.uk/led/music/Bach's+Concerto+in+F+major/1450117743557"" , ""8 October, 1940"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1449743639055"" , ""performance of 'Operatic arias'"" , ""http://data.open.ac.uk/led/music/Operatic+arias/1449743605832"" , ""27 January, 1952"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1438269214841"" , ""performance of 'Overture to May Night'"" , ""http://data.open.ac.uk/led/music/Overture+to+May+Night/1438269150664"" , ""29 January, 1935"" , ""http://led.kmi.open.ac.uk/term/Medium.Broadcast"" ,"
" ""http://data.open.ac.uk/led/lexp/1417530535362"" , ""performance of 'Symphony No. 3 in G'"" , ""http://data.open.ac.uk/led/music/Symphony+No.+3+in+G/1476961383558"" , ""2 January, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
" ""http://data.open.ac.uk/led/lexp/1419006979895"" , ""performance of 'Pastoral Symphony'"" , ""http://data.open.ac.uk/led/music/Pastoral+Symphony/1419006911853"" , ""6 February, 1939"" , ""http://led.kmi.open.ac.uk/term/Medium.Live"" ,"
