" ""lexp"" ";" ""perf"" ";" ""label"" ";" ""genre"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1437905418585"" ";" ""http://data.open.ac.uk/led/performance/3b9fa591e25f7f7cb971d3f6fb4b4bd9/1437905331869"" ";" ""performance of 'Suite in D major'"" ";" ""http://data.open.ac.uk/led/music/Suite+in+D+major/1437905331863"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438164230059"" ";" ""http://data.open.ac.uk/led/performance/5dcfd05b8e0071a0ef96eae9278c072e/1438164111104"" ";" ""performance of 'Leonora Overture No. 3'"" ";" ""http://data.open.ac.uk/led/music/Leonora+Overture+No.+3/1434898684124"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438252953974"" ";" ""http://data.open.ac.uk/led/performance/6309c7487c2a452d8d260c19f0260b43/1438252848724"" ";" ""performance of 'Suite from The Nutcracker";" Op. 71a'"" ";" ""http://data.open.ac.uk/led/music/Suite+from+The+Nutcracker";"+Op.+71a/1438252848710"" ";;;;;;;
" ""http://data.open.ac.uk/led/lexp/1437900926542"" ";" ""http://data.open.ac.uk/led/performance/69a402571c37377893d7d68dc3c52155/1437900896674"" ";" ""performance of 'Violin Concerto'"" ";" ""http://data.open.ac.uk/led/music/Violin+Concerto/1431978583861"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1437337872312"" ";" ""http://data.open.ac.uk/led/performance/833e4e0749cab1cf343246aa015ebd21/1437337775027"" ";" ""performance of 'Lyric Poem'"" ";" ""http://data.open.ac.uk/led/music/Lyric+Poem/1437337775019"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1437905418585"" ";" ""http://data.open.ac.uk/led/performance/897a61ca148de3ec5a1e555e726358c4/1437905387542"" ";" ""performance of 'Symphony No. 4'"" ";" ""http://data.open.ac.uk/led/music/Symphony+No.+4/1437905387528"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438268018407"" ";" ""http://data.open.ac.uk/led/performance/8a8517f8d3b085b013b74eef25ed2966/1438267899566"" ";" ""performance of 'Symphony No. 99 in E flat (Hob.I:99)'"" ";" ""http://data.open.ac.uk/led/music/Symphony+No.+99+in+E+flat+(Hob.I:99)/1438267899554"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438165723146"" ";" ""http://data.open.ac.uk/led/performance/a22a6e6c509296be170f6b015dd302b9/1438165676635"" ";" ""performance of 'Oedipus Rex'"" ";" ""http://data.open.ac.uk/led/music/Oedipus+Rex/1435268502340"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1437905418585"" ";" ""http://data.open.ac.uk/led/performance/b3ce5a194f8f4b6bfa7145ed7d699b6f/1437905408464"" ";" ""performance of 'Symphony No. 7'"" ";" ""http://data.open.ac.uk/led/music/Symphony+No.+7/1434116639759"" ";;;;;;;;;
" ""http://data.open.ac.uk/led/lexp/1438271719738"" ";" ""http://data.open.ac.uk/led/performance/b50352acf941c506b09026fd60cda250/1438271696827"" ";" ""performance of 'Pell��as et M��lisande'"" ";" ""http://dbpedia.org/resource/Pell%C3%A9as_et_M%C3%A9lisande_(opera)"" ";;;;;;;;;
